0,0,12,0,0,8,6,2
0,1,13,0,0,8,6,1
0,2,15,0,0,8,6,0
0,3,16,0,0,8,6,0
0,4,10,0,0,8,6,0
0,5,17,0,0,8,6,1
0,6,18,0,0,8,6,0
0,7,14,0,0,8,7,2
0,8,19,0,0,8,7,0
0,9,11,0,0,8,1,0
0,10,8,3,0,8,6,1
0,11,1,3,1,8,6,2
0,12,6,0,0,8,6,0
0,13,0,1,3,8,6,1
0,14,5,0,1,8,6,1
0,15,9,3,0,8,6,2
0,16,4,3,0,8,7,1
0,17,2,1,0,8,7,1
0,18,3,3,0,8,7,2
0,19,7,3,3,8,1,2
0,9,2,0,1,8,6,1
0,13,11,2,6,8,6,0
0,19,4,6,1,8,6,0
0,8,12,1,0,8,6,1
0,3,17,0,2,8,6,2
0,15,5,6,2,8,6,2
0,6,14,3,1,8,6,0
0,10,16,4,4,8,7,2
0,1,0,1,4,8,7,1
0,18,7,6,3,8,7,0
0,0,19,5,6,9,6,1
0,11,15,9,9,9,6,2
0,12,9,1,1,9,6,1
0,7,10,6,7,9,6,0
0,14,8,4,2,9,6,2
0,4,1,4,2,9,6,0
0,17,18,2,6,9,6,1
0,5,13,2,2,9,6,0
0,2,3,2,3,9,7,2
0,16,6,4,3,9,1,1
0,10,0,10,6,9,6,0
0,9,17,2,3,9,6,1
0,8,16,2,5,9,6,1
0,3,4,3,4,9,6,1
0,15,14,9,7,9,6,0
0,6,7,4,6,9,6,2
0,13,12,5,2,9,7,0
0,1,2,5,5,9,7,2
0,19,11,7,12,9,7,1
0,18,5,7,2,9,7,0
0,0,18,9,7,9,6,1
0,11,10,13,10,9,6,2
0,12,1,5,8,9,6,2
0,16,19,6,8,9,6,0
0,7,13,6,5,9,6,1
0,2,6,5,7,9,6,2
0,14,3,10,4,9,6,2
0,17,15,4,9,9,6,1
0,5,9,5,3,9,7,2
0,4,8,5,3,9,1,2
0,10,19,10,11,10,6,0
0,16,12,6,8,10,6,2
0,1,9,8,3,10,6,1
0,7,5,7,8,10,6,2
0,17,4,5,8,10,6,2
0,15,8,10,3,10,6,1
0,11,0,16,10,10,7,2
0,2,13,8,6,10,7,2
0,18,14,8,13,10,7,2
0,6,3,7,4,10,7,2
0,0,16,10,9,10,6,1
0,9,6,4,10,10,6,0
0,12,11,8,19,10,6,0
0,13,10,6,10,10,6,2
0,19,18,14,11,10,6,2
0,8,1,4,9,10,6,2
0,14,17,13,8,10,6,2
0,3,7,4,10,10,7,0
0,4,15,8,11,10,7,2
0,5,2,8,11,10,1,1
0,7,16,13,10,10,6,1
0,14,4,16,11,10,6,2
0,17,0,8,11,10,6,0
0,15,1,11,9,10,6,2
0,5,12,9,8,10,6,1
0,6,19,13,17,10,6,2
0,9,13,4,9,10,7,0
0,2,11,12,22,10,7,1
0,18,8,11,7,10,7,0
0,3,10,4,10,10,1,2
0,0,9,14,4,11,6,2
0,11,3,23,7,11,6,2
0,13,15,12,14,11,6,1
0,16,14,11,19,11,6,0
0,1,5,9,10,11,6,0
0,8,7,10,14,11,6,2
0,4,6,11,16,11,6,1
0,10,18,10,11,11,7,0
0,19,2,17,13,11,7,2
0,12,17,9,8,11,1,0
0,9,16,4,11,11,6,2
0,7,11,14,26,11,6,0
0,2,12,13,9,11,6,2
0,3,19,7,20,11,6,1
0,14,1,22,9,11,6,2
0,6,10,17,10,11,6,1
0,17,13,11,13,11,7,1
0,15,0,15,17,11,7,2
0,18,4,14,12,11,7,0
0,5,8,13,13,11,7,0
0,0,2,17,16,11,6,0
0,11,5,29,13,11,6,2
0,13,6,14,18,11,6,2
0,1,17,9,12,11,6,1
0,19,15,21,18,11,6,2
0,8,3,16,8,11,6,2
0,4,9,15,7,11,6,0
0,12,7,9,14,11,7,2
0,16,18,11,14,11,7,0
0,10,14,11,25,11,1,1
0,9,10,10,12,11,6,1
0,7,4,14,15,11,6,2
0,2,16,19,11,11,6,2
0,3,1,8,10,11,6,2
0,17,11,13,32,11,6,1
0,15,12,18,12,11,6,1
0,5,0,13,17,11,6,0
0,6,8,18,19,11,6,2
0,14,19,26,24,11,7,0
0,18,13,17,17,11,7,2
0,9,8,11,19,12,2,1
0,12,10,13,13,12,2,0
0,1,7,10,17,12,2,0
0,2,4,22,15,12,2,2
0,15,3,19,11,12,2,2
0,5,6,13,21,12,2,0
0,0,14,20,26,12,3,2
0,11,18,33,20,12,3,2
0,13,16,17,11,12,3,1
0,17,19,14,27,12,3,0
